timestamp,elapsed_seconds,dominant_emotion,confidence,all_emotions,face_box
2025-09-03T18:06:11.710222,19.33,happy,0.64,"{'angry': 0.01, 'disgust': 0.0, 'fear': 0.01, 'happy': 0.64, 'sad': 0.03, 'surprise': 0.0, 'neutral': 0.32}","[327, 178, 158, 198]"
2025-09-03T18:06:11.866237,19.48,happy,0.9,"{'angry': 0.0, 'disgust': 0.0, 'fear': 0.0, 'happy': 0.9, 'sad': 0.0, 'surprise': 0.0, 'neutral': 0.1}","[327, 172, 159, 215]"
2025-09-03T18:06:12.021146,19.64,happy,0.91,"{'angry': 0.01, 'disgust': 0.0, 'fear': 0.0, 'happy': 0.91, 'sad': 0.01, 'surprise': 0.0, 'neutral': 0.07}","[332, 179, 155, 192]"
2025-09-03T18:06:12.191083,19.81,happy,0.99,"{'angry': 0.0, 'disgust': 0.0, 'fear': 0.0, 'happy': 0.99, 'sad': 0.0, 'surprise': 0.0, 'neutral': 0.01}","[334, 178, 157, 193]"
2025-09-03T18:06:12.393057,20.01,happy,0.8,"{'angry': 0.03, 'disgust': 0.0, 'fear': 0.02, 'happy': 0.01, 'sad': 0.13, 'surprise': 0.0, 'neutral': 0.8}","[332, 177, 160, 205]"
2025-09-03T18:06:12.579001,20.2,happy,0.74,"{'angry': 0.03, 'disgust': 0.0, 'fear': 0.02, 'happy': 0.01, 'sad': 0.19, 'surprise': 0.0, 'neutral': 0.74}","[330, 177, 159, 206]"
2025-09-03T18:06:12.764855,20.38,neutral,0.83,"{'angry': 0.04, 'disgust': 0.0, 'fear': 0.01, 'happy': 0.01, 'sad': 0.11, 'surprise': 0.0, 'neutral': 0.83}","[330, 176, 159, 207]"
2025-09-03T18:06:12.951282,20.57,neutral,0.79,"{'angry': 0.02, 'disgust': 0.0, 'fear': 0.01, 'happy': 0.01, 'sad': 0.17, 'surprise': 0.0, 'neutral': 0.79}","[331, 177, 157, 205]"
2025-09-03T18:06:13.145459,20.76,happy,0.57,"{'angry': 0.12, 'disgust': 0.0, 'fear': 0.03, 'happy': 0.07, 'sad': 0.21, 'surprise': 0.0, 'neutral': 0.57}","[326, 172, 160, 202]"
2025-09-03T18:06:13.306185,20.92,neutral,0.8,"{'angry': 0.02, 'disgust': 0.0, 'fear': 0.01, 'happy': 0.01, 'sad': 0.16, 'surprise': 0.0, 'neutral': 0.8}","[329, 177, 158, 201]"
2025-09-03T18:06:13.477161,21.1,neutral,0.72,"{'angry': 0.04, 'disgust': 0.0, 'fear': 0.02, 'happy': 0.02, 'sad': 0.22, 'surprise': 0.0, 'neutral': 0.72}","[325, 173, 161, 202]"
2025-09-03T18:06:13.645763,21.26,neutral,0.73,"{'angry': 0.07, 'disgust': 0.0, 'fear': 0.02, 'happy': 0.01, 'sad': 0.17, 'surprise': 0.0, 'neutral': 0.73}","[325, 175, 158, 195]"
2025-09-03T18:06:13.832216,21.45,neutral,0.69,"{'angry': 0.05, 'disgust': 0.0, 'fear': 0.04, 'happy': 0.03, 'sad': 0.19, 'surprise': 0.0, 'neutral': 0.69}","[322, 175, 160, 197]"
2025-09-03T18:06:14.019581,21.64,neutral,0.81,"{'angry': 0.03, 'disgust': 0.0, 'fear': 0.03, 'happy': 0.01, 'sad': 0.13, 'surprise': 0.0, 'neutral': 0.81}","[327, 178, 159, 198]"
2025-09-03T18:06:14.189900,21.81,neutral,0.79,"{'angry': 0.03, 'disgust': 0.0, 'fear': 0.02, 'happy': 0.01, 'sad': 0.14, 'surprise': 0.0, 'neutral': 0.79}","[327, 179, 159, 198]"
2025-09-03T18:06:14.358777,21.98,neutral,0.84,"{'angry': 0.02, 'disgust': 0.0, 'fear': 0.01, 'happy': 0.01, 'sad': 0.12, 'surprise': 0.0, 'neutral': 0.84}","[328, 179, 160, 198]"
2025-09-03T18:06:14.527625,22.15,neutral,0.79,"{'angry': 0.05, 'disgust': 0.0, 'fear': 0.02, 'happy': 0.01, 'sad': 0.14, 'surprise': 0.0, 'neutral': 0.79}","[328, 179, 159, 200]"
2025-09-03T18:06:14.683160,22.3,neutral,0.91,"{'angry': 0.01, 'disgust': 0.0, 'fear': 0.01, 'happy': 0.01, 'sad': 0.06, 'surprise': 0.0, 'neutral': 0.91}","[327, 181, 161, 199]"
2025-09-03T18:06:14.841162,22.46,neutral,0.78,"{'angry': 0.01, 'disgust': 0.0, 'fear': 0.01, 'happy': 0.02, 'sad': 0.19, 'surprise': 0.0, 'neutral': 0.78}","[327, 180, 160, 200]"
2025-09-03T18:06:14.997824,22.62,neutral,0.57,"{'angry': 0.06, 'disgust': 0.0, 'fear': 0.02, 'happy': 0.14, 'sad': 0.21, 'surprise': 0.0, 'neutral': 0.57}","[326, 177, 163, 204]"
2025-09-03T18:06:15.156533,22.77,neutral,0.5,"{'angry': 0.13, 'disgust': 0.0, 'fear': 0.05, 'happy': 0.1, 'sad': 0.21, 'surprise': 0.0, 'neutral': 0.5}","[324, 173, 167, 210]"
2025-09-03T18:06:15.311743,22.93,neutral,0.89,"{'angry': 0.02, 'disgust': 0.0, 'fear': 0.0, 'happy': 0.02, 'sad': 0.06, 'surprise': 0.0, 'neutral': 0.89}","[326, 175, 164, 207]"
2025-09-03T18:06:15.469035,23.09,neutral,0.72,"{'angry': 0.04, 'disgust': 0.0, 'fear': 0.01, 'happy': 0.01, 'sad': 0.21, 'surprise': 0.0, 'neutral': 0.72}","[327, 178, 157, 203]"
2025-09-03T18:06:15.624490,23.24,neutral,0.74,"{'angry': 0.02, 'disgust': 0.0, 'fear': 0.01, 'happy': 0.02, 'sad': 0.2, 'surprise': 0.0, 'neutral': 0.74}","[327, 177, 159, 203]"
2025-09-03T18:06:15.782486,23.4,neutral,0.67,"{'angry': 0.07, 'disgust': 0.0, 'fear': 0.04, 'happy': 0.01, 'sad': 0.21, 'surprise': 0.0, 'neutral': 0.67}","[327, 182, 159, 199]"
2025-09-03T18:06:15.937283,23.56,neutral,0.63,"{'angry': 0.05, 'disgust': 0.0, 'fear': 0.03, 'happy': 0.01, 'sad': 0.28, 'surprise': 0.01, 'neutral': 0.63}","[327, 180, 162, 208]"
2025-09-03T18:06:16.092469,23.71,neutral,0.8,"{'angry': 0.04, 'disgust': 0.0, 'fear': 0.01, 'happy': 0.0, 'sad': 0.14, 'surprise': 0.0, 'neutral': 0.8}","[327, 181, 160, 205]"
2025-09-03T18:06:16.247022,23.87,neutral,0.65,"{'angry': 0.06, 'disgust': 0.0, 'fear': 0.02, 'happy': 0.01, 'sad': 0.26, 'surprise': 0.0, 'neutral': 0.65}","[326, 179, 161, 210]"
2025-09-03T18:06:16.407219,24.03,neutral,0.66,"{'angry': 0.06, 'disgust': 0.0, 'fear': 0.03, 'happy': 0.01, 'sad': 0.24, 'surprise': 0.0, 'neutral': 0.66}","[327, 179, 161, 209]"
2025-09-03T18:06:16.574881,24.19,neutral,0.74,"{'angry': 0.04, 'disgust': 0.0, 'fear': 0.02, 'happy': 0.0, 'sad': 0.2, 'surprise': 0.0, 'neutral': 0.74}","[326, 179, 161, 211]"
2025-09-03T18:06:16.730130,24.35,neutral,0.79,"{'angry': 0.02, 'disgust': 0.0, 'fear': 0.03, 'happy': 0.0, 'sad': 0.16, 'surprise': 0.0, 'neutral': 0.79}","[326, 180, 160, 210]"
2025-09-03T18:06:16.899749,24.52,neutral,0.73,"{'angry': 0.03, 'disgust': 0.0, 'fear': 0.01, 'happy': 0.01, 'sad': 0.22, 'surprise': 0.0, 'neutral': 0.73}","[326, 179, 159, 205]"
2025-09-03T18:06:17.055588,24.67,neutral,0.77,"{'angry': 0.06, 'disgust': 0.0, 'fear': 0.01, 'happy': 0.01, 'sad': 0.14, 'surprise': 0.0, 'neutral': 0.77}","[324, 175, 161, 205]"
2025-09-03T18:06:17.226207,24.84,neutral,0.69,"{'angry': 0.04, 'disgust': 0.0, 'fear': 0.01, 'happy': 0.01, 'sad': 0.24, 'surprise': 0.0, 'neutral': 0.69}","[319, 176, 165, 202]"
2025-09-03T18:06:17.392284,25.01,neutral,0.35,"{'angry': 0.2, 'disgust': 0.0, 'fear': 0.04, 'happy': 0.08, 'sad': 0.35, 'surprise': 0.0, 'neutral': 0.33}","[321, 177, 162, 202]"
2025-09-03T18:06:17.570518,25.19,neutral,0.58,"{'angry': 0.09, 'disgust': 0.0, 'fear': 0.02, 'happy': 0.01, 'sad': 0.3, 'surprise': 0.0, 'neutral': 0.58}","[322, 176, 158, 202]"
2025-09-03T18:06:17.742191,25.36,neutral,0.69,"{'angry': 0.04, 'disgust': 0.0, 'fear': 0.01, 'happy': 0.02, 'sad': 0.24, 'surprise': 0.0, 'neutral': 0.69}","[322, 174, 161, 205]"
2025-09-03T18:06:17.913131,25.53,neutral,0.67,"{'angry': 0.09, 'disgust': 0.0, 'fear': 0.03, 'happy': 0.01, 'sad': 0.2, 'surprise': 0.0, 'neutral': 0.67}","[321, 178, 163, 200]"
2025-09-03T18:06:18.069543,25.69,neutral,0.47,"{'angry': 0.17, 'disgust': 0.0, 'fear': 0.03, 'happy': 0.03, 'sad': 0.3, 'surprise': 0.0, 'neutral': 0.47}","[320, 177, 162, 201]"
2025-09-03T18:06:18.224871,25.84,neutral,0.7,"{'angry': 0.05, 'disgust': 0.0, 'fear': 0.02, 'happy': 0.03, 'sad': 0.2, 'surprise': 0.0, 'neutral': 0.7}","[318, 176, 164, 201]"
2025-09-03T18:06:18.395367,26.01,neutral,0.66,"{'angry': 0.07, 'disgust': 0.0, 'fear': 0.03, 'happy': 0.02, 'sad': 0.22, 'surprise': 0.0, 'neutral': 0.66}","[317, 176, 155, 198]"
2025-09-03T18:06:18.568057,26.19,neutral,0.9,"{'angry': 0.01, 'disgust': 0.0, 'fear': 0.01, 'happy': 0.0, 'sad': 0.08, 'surprise': 0.0, 'neutral': 0.9}","[318, 176, 161, 212]"
2025-09-03T18:06:18.724521,26.34,neutral,0.91,"{'angry': 0.01, 'disgust': 0.0, 'fear': 0.01, 'happy': 0.0, 'sad': 0.08, 'surprise': 0.0, 'neutral': 0.91}","[320, 179, 158, 202]"
2025-09-03T18:06:18.894623,26.51,neutral,0.77,"{'angry': 0.07, 'disgust': 0.0, 'fear': 0.02, 'happy': 0.01, 'sad': 0.13, 'surprise': 0.0, 'neutral': 0.77}","[320, 175, 157, 202]"
2025-09-03T18:06:19.066039,26.68,neutral,0.83,"{'angry': 0.02, 'disgust': 0.0, 'fear': 0.03, 'happy': 0.0, 'sad': 0.1, 'surprise': 0.01, 'neutral': 0.83}","[314, 175, 158, 205]"
2025-09-03T18:06:19.221567,26.84,neutral,0.74,"{'angry': 0.04, 'disgust': 0.0, 'fear': 0.03, 'happy': 0.02, 'sad': 0.18, 'surprise': 0.0, 'neutral': 0.74}","[315, 181, 152, 190]"
2025-09-03T18:06:19.379924,27.0,neutral,0.88,"{'angry': 0.01, 'disgust': 0.0, 'fear': 0.02, 'happy': 0.03, 'sad': 0.04, 'surprise': 0.01, 'neutral': 0.88}","[305, 178, 154, 200]"
2025-09-03T18:06:19.533677,27.15,neutral,0.86,"{'angry': 0.01, 'disgust': 0.0, 'fear': 0.02, 'happy': 0.02, 'sad': 0.05, 'surprise': 0.03, 'neutral': 0.86}","[285, 166, 160, 214]"
2025-09-03T18:06:19.689670,27.31,neutral,0.69,"{'angry': 0.07, 'disgust': 0.0, 'fear': 0.09, 'happy': 0.04, 'sad': 0.11, 'surprise': 0.01, 'neutral': 0.69}","[269, 183, 157, 198]"
2025-09-03T18:06:19.833881,27.45,neutral,0.94,"{'angry': 0.0, 'disgust': 0.0, 'fear': 0.01, 'happy': 0.0, 'sad': 0.04, 'surprise': 0.0, 'neutral': 0.94}","[268, 190, 147, 185]"
2025-09-03T18:06:19.988762,27.61,neutral,0.92,"{'angry': 0.0, 'disgust': 0.0, 'fear': 0.01, 'happy': 0.01, 'sad': 0.05, 'surprise': 0.01, 'neutral': 0.92}","[264, 178, 157, 204]"
2025-09-03T18:06:20.142498,27.76,neutral,0.8,"{'angry': 0.01, 'disgust': 0.0, 'fear': 0.02, 'happy': 0.02, 'sad': 0.15, 'surprise': 0.0, 'neutral': 0.8}","[269, 180, 156, 202]"
2025-09-03T18:06:20.298675,27.92,neutral,0.91,"{'angry': 0.0, 'disgust': 0.0, 'fear': 0.01, 'happy': 0.01, 'sad': 0.07, 'surprise': 0.0, 'neutral': 0.91}","[279, 167, 159, 205]"
2025-09-03T18:06:20.453844,28.07,neutral,0.94,"{'angry': 0.01, 'disgust': 0.0, 'fear': 0.01, 'happy': 0.0, 'sad': 0.04, 'surprise': 0.0, 'neutral': 0.94}","[294, 177, 157, 200]"
2025-09-03T18:06:20.637823,28.26,neutral,0.85,"{'angry': 0.02, 'disgust': 0.0, 'fear': 0.05, 'happy': 0.01, 'sad': 0.07, 'surprise': 0.0, 'neutral': 0.85}","[305, 177, 157, 206]"
2025-09-03T18:06:20.838584,28.46,neutral,0.6,"{'angry': 0.02, 'disgust': 0.0, 'fear': 0.02, 'happy': 0.24, 'sad': 0.12, 'surprise': 0.0, 'neutral': 0.6}","[311, 176, 157, 205]"
2025-09-03T18:06:21.011589,28.63,neutral,0.85,"{'angry': 0.01, 'disgust': 0.0, 'fear': 0.02, 'happy': 0.06, 'sad': 0.05, 'surprise': 0.0, 'neutral': 0.85}","[314, 177, 155, 201]"
2025-09-03T18:06:21.167009,28.79,neutral,0.8,"{'angry': 0.02, 'disgust': 0.0, 'fear': 0.04, 'happy': 0.05, 'sad': 0.07, 'surprise': 0.02, 'neutral': 0.8}","[313, 175, 156, 207]"
2025-09-03T18:06:21.319890,28.94,neutral,0.83,"{'angry': 0.01, 'disgust': 0.0, 'fear': 0.01, 'happy': 0.01, 'sad': 0.14, 'surprise': 0.0, 'neutral': 0.83}","[312, 176, 157, 204]"
2025-09-03T18:06:21.491445,29.11,neutral,0.95,"{'angry': 0.0, 'disgust': 0.0, 'fear': 0.01, 'happy': 0.01, 'sad': 0.04, 'surprise': 0.0, 'neutral': 0.95}","[310, 175, 157, 204]"
2025-09-03T18:06:21.647010,29.27,neutral,0.9,"{'angry': 0.01, 'disgust': 0.0, 'fear': 0.02, 'happy': 0.01, 'sad': 0.06, 'surprise': 0.0, 'neutral': 0.9}","[313, 177, 155, 202]"
2025-09-03T18:06:21.800910,29.42,neutral,0.89,"{'angry': 0.01, 'disgust': 0.0, 'fear': 0.01, 'happy': 0.01, 'sad': 0.08, 'surprise': 0.0, 'neutral': 0.89}","[311, 174, 158, 204]"
2025-09-03T18:06:21.956449,29.57,neutral,0.72,"{'angry': 0.03, 'disgust': 0.0, 'fear': 0.03, 'happy': 0.01, 'sad': 0.21, 'surprise': 0.01, 'neutral': 0.72}","[310, 173, 158, 205]"
2025-09-03T18:06:22.110834,29.73,neutral,0.94,"{'angry': 0.0, 'disgust': 0.0, 'fear': 0.01, 'happy': 0.0, 'sad': 0.05, 'surprise': 0.0, 'neutral': 0.94}","[310, 173, 158, 206]"
2025-09-03T18:06:22.266096,29.88,neutral,0.83,"{'angry': 0.01, 'disgust': 0.0, 'fear': 0.03, 'happy': 0.01, 'sad': 0.11, 'surprise': 0.01, 'neutral': 0.83}","[308, 171, 160, 212]"
2025-09-03T18:06:22.412555,30.03,neutral,0.72,"{'angry': 0.03, 'disgust': 0.0, 'fear': 0.03, 'happy': 0.0, 'sad': 0.21, 'surprise': 0.0, 'neutral': 0.72}","[309, 173, 159, 211]"
2025-09-03T18:06:22.563702,30.18,neutral,0.81,"{'angry': 0.02, 'disgust': 0.0, 'fear': 0.02, 'happy': 0.0, 'sad': 0.15, 'surprise': 0.0, 'neutral': 0.81}","[309, 172, 161, 210]"
2025-09-03T18:06:22.735513,30.35,neutral,0.8,"{'angry': 0.03, 'disgust': 0.0, 'fear': 0.02, 'happy': 0.01, 'sad': 0.14, 'surprise': 0.0, 'neutral': 0.8}","[316, 176, 155, 198]"
2025-09-03T18:06:22.893696,30.51,neutral,0.75,"{'angry': 0.02, 'disgust': 0.0, 'fear': 0.01, 'happy': 0.01, 'sad': 0.22, 'surprise': 0.0, 'neutral': 0.75}","[309, 174, 159, 198]"
2025-09-03T18:06:23.048940,30.67,neutral,0.79,"{'angry': 0.1, 'disgust': 0.0, 'fear': 0.01, 'happy': 0.01, 'sad': 0.09, 'surprise': 0.0, 'neutral': 0.79}","[338, 186, 156, 199]"
2025-09-03T18:06:23.206527,30.82,neutral,0.39,"{'angry': 0.22, 'disgust': 0.0, 'fear': 0.06, 'happy': 0.02, 'sad': 0.31, 'surprise': 0.0, 'neutral': 0.39}","[409, 193, 159, 197]"
2025-09-03T18:06:23.376792,31.0,neutral,0.87,"{'angry': 0.03, 'disgust': 0.0, 'fear': 0.01, 'happy': 0.01, 'sad': 0.08, 'surprise': 0.0, 'neutral': 0.87}","[402, 133, 163, 203]"
2025-09-03T18:06:23.548718,31.17,neutral,0.56,"{'angry': 0.05, 'disgust': 0.01, 'fear': 0.03, 'happy': 0.23, 'sad': 0.11, 'surprise': 0.02, 'neutral': 0.56}","[449, 111, 170, 205]"
2025-09-03T18:06:23.706083,31.32,neutral,0.8,"{'angry': 0.0, 'disgust': 0.0, 'fear': 0.0, 'happy': 0.8, 'sad': 0.0, 'surprise': 0.0, 'neutral': 0.2}","[438, 78, 168, 208]"
2025-09-03T18:06:23.892746,31.51,neutral,0.96,"{'angry': 0.0, 'disgust': 0.0, 'fear': 0.0, 'happy': 0.96, 'sad': 0.0, 'surprise': 0.0, 'neutral': 0.04}","[434, 79, 167, 205]"
2025-09-03T18:06:24.089226,31.71,neutral,0.96,"{'angry': 0.0, 'disgust': 0.0, 'fear': 0.0, 'happy': 0.96, 'sad': 0.0, 'surprise': 0.0, 'neutral': 0.04}","[434, 75, 167, 201]"
2025-09-03T18:06:24.265953,31.88,neutral,0.97,"{'angry': 0.0, 'disgust': 0.0, 'fear': 0.0, 'happy': 0.97, 'sad': 0.0, 'surprise': 0.0, 'neutral': 0.03}","[428, 45, 179, 219]"
2025-09-03T18:06:24.442793,32.06,neutral,0.98,"{'angry': 0.0, 'disgust': 0.0, 'fear': 0.0, 'happy': 0.98, 'sad': 0.0, 'surprise': 0.0, 'neutral': 0.02}","[422, 32, 180, 220]"
2025-09-03T18:06:24.596685,32.21,happy,0.97,"{'angry': 0.0, 'disgust': 0.0, 'fear': 0.0, 'happy': 0.97, 'sad': 0.0, 'surprise': 0.0, 'neutral': 0.03}","[414, 21, 183, 220]"
2025-09-03T18:06:24.751967,32.37,happy,0.93,"{'angry': 0.0, 'disgust': 0.0, 'fear': 0.0, 'happy': 0.93, 'sad': 0.0, 'surprise': 0.0, 'neutral': 0.07}","[409, 18, 183, 224]"
2025-09-03T18:06:24.909160,32.53,happy,0.86,"{'angry': 0.0, 'disgust': 0.0, 'fear': 0.0, 'happy': 0.86, 'sad': 0.0, 'surprise': 0.0, 'neutral': 0.13}","[449, -51, 245, 282]"
2025-09-03T18:06:25.531393,33.15,happy,0.38,"{'angry': 0.31, 'disgust': 0.01, 'fear': 0.15, 'happy': 0.06, 'sad': 0.38, 'surprise': 0.02, 'neutral': 0.08}","[293, 255, 107, 131]"
2025-09-03T18:06:25.687435,33.31,happy,0.51,"{'angry': 0.19, 'disgust': 0.0, 'fear': 0.13, 'happy': 0.03, 'sad': 0.05, 'surprise': 0.08, 'neutral': 0.51}","[289, 274, 108, 132]"
2025-09-03T18:06:25.859426,33.48,happy,0.33,"{'angry': 0.33, 'disgust': 0.0, 'fear': 0.19, 'happy': 0.15, 'sad': 0.07, 'surprise': 0.06, 'neutral': 0.21}","[289, 278, 107, 128]"
2025-09-03T18:06:26.007650,33.63,happy,0.45,"{'angry': 0.45, 'disgust': 0.01, 'fear': 0.13, 'happy': 0.07, 'sad': 0.21, 'surprise': 0.02, 'neutral': 0.1}","[290, 199, 112, 133]"
2025-09-03T18:06:26.156033,33.77,happy,0.34,"{'angry': 0.34, 'disgust': 0.0, 'fear': 0.17, 'happy': 0.05, 'sad': 0.28, 'surprise': 0.03, 'neutral': 0.13}","[293, 215, 110, 133]"
2025-09-03T18:06:26.308509,33.93,happy,0.54,"{'angry': 0.07, 'disgust': 0.0, 'fear': 0.23, 'happy': 0.06, 'sad': 0.06, 'surprise': 0.05, 'neutral': 0.54}","[292, 224, 110, 132]"
2025-09-03T18:06:26.451754,34.07,happy,0.35,"{'angry': 0.14, 'disgust': 0.01, 'fear': 0.31, 'happy': 0.07, 'sad': 0.07, 'surprise': 0.04, 'neutral': 0.35}","[293, 227, 109, 130]"
2025-09-03T18:06:26.592350,34.21,neutral,0.42,"{'angry': 0.1, 'disgust': 0.0, 'fear': 0.32, 'happy': 0.03, 'sad': 0.08, 'surprise': 0.05, 'neutral': 0.42}","[293, 225, 109, 129]"
2025-09-03T18:06:26.732699,34.35,neutral,0.34,"{'angry': 0.34, 'disgust': 0.01, 'fear': 0.3, 'happy': 0.06, 'sad': 0.14, 'surprise': 0.01, 'neutral': 0.14}","[289, 231, 110, 133]"
2025-09-03T18:06:26.887965,34.51,neutral,0.27,"{'angry': 0.23, 'disgust': 0.0, 'fear': 0.22, 'happy': 0.1, 'sad': 0.16, 'surprise': 0.02, 'neutral': 0.27}","[278, 237, 115, 135]"
2025-09-03T18:06:27.026919,34.65,neutral,0.35,"{'angry': 0.2, 'disgust': 0.01, 'fear': 0.29, 'happy': 0.08, 'sad': 0.06, 'surprise': 0.02, 'neutral': 0.35}","[276, 243, 112, 137]"
2025-09-03T18:06:27.179639,34.8,neutral,0.41,"{'angry': 0.16, 'disgust': 0.0, 'fear': 0.23, 'happy': 0.12, 'sad': 0.05, 'surprise': 0.02, 'neutral': 0.41}","[277, 244, 113, 137]"
2025-09-03T18:06:27.318797,34.94,neutral,0.74,"{'angry': 0.06, 'disgust': 0.0, 'fear': 0.09, 'happy': 0.08, 'sad': 0.02, 'surprise': 0.02, 'neutral': 0.74}","[274, 242, 114, 140]"
2025-09-03T18:06:27.476048,35.09,neutral,0.6,"{'angry': 0.06, 'disgust': 0.0, 'fear': 0.14, 'happy': 0.14, 'sad': 0.04, 'surprise': 0.01, 'neutral': 0.6}","[274, 240, 114, 142]"
2025-09-03T18:06:27.631979,35.25,neutral,0.34,"{'angry': 0.17, 'disgust': 0.0, 'fear': 0.34, 'happy': 0.1, 'sad': 0.09, 'surprise': 0.02, 'neutral': 0.27}","[279, 244, 111, 134]"
2025-09-03T18:06:27.774199,35.39,neutral,0.33,"{'angry': 0.27, 'disgust': 0.01, 'fear': 0.33, 'happy': 0.12, 'sad': 0.07, 'surprise': 0.02, 'neutral': 0.18}","[278, 245, 111, 134]"
2025-09-03T18:06:27.915060,35.53,neutral,0.27,"{'angry': 0.19, 'disgust': 0.0, 'fear': 0.26, 'happy': 0.19, 'sad': 0.07, 'surprise': 0.02, 'neutral': 0.27}","[278, 243, 111, 137]"
2025-09-03T18:06:28.054592,35.67,neutral,0.35,"{'angry': 0.15, 'disgust': 0.0, 'fear': 0.29, 'happy': 0.1, 'sad': 0.09, 'surprise': 0.02, 'neutral': 0.35}","[277, 242, 112, 138]"
2025-09-03T18:06:28.210417,35.83,neutral,0.31,"{'angry': 0.19, 'disgust': 0.0, 'fear': 0.29, 'happy': 0.08, 'sad': 0.09, 'surprise': 0.02, 'neutral': 0.31}","[278, 243, 112, 137]"
2025-09-03T18:06:28.342158,35.96,neutral,0.67,"{'angry': 0.04, 'disgust': 0.0, 'fear': 0.13, 'happy': 0.1, 'sad': 0.04, 'surprise': 0.02, 'neutral': 0.67}","[278, 242, 111, 135]"
2025-09-03T18:06:28.475319,36.09,neutral,0.41,"{'angry': 0.1, 'disgust': 0.0, 'fear': 0.41, 'happy': 0.07, 'sad': 0.06, 'surprise': 0.03, 'neutral': 0.33}","[279, 243, 113, 138]"
2025-09-03T18:06:28.615949,36.23,neutral,0.56,"{'angry': 0.04, 'disgust': 0.0, 'fear': 0.22, 'happy': 0.1, 'sad': 0.04, 'surprise': 0.03, 'neutral': 0.56}","[278, 244, 113, 133]"
2025-09-03T18:06:28.755970,36.37,neutral,0.41,"{'angry': 0.12, 'disgust': 0.0, 'fear': 0.31, 'happy': 0.09, 'sad': 0.04, 'surprise': 0.02, 'neutral': 0.41}","[279, 244, 111, 135]"
2025-09-03T18:06:28.896822,36.52,neutral,0.38,"{'angry': 0.2, 'disgust': 0.01, 'fear': 0.38, 'happy': 0.07, 'sad': 0.02, 'surprise': 0.04, 'neutral': 0.28}","[276, 243, 112, 136]"
2025-09-03T18:06:29.035465,36.65,neutral,0.4,"{'angry': 0.29, 'disgust': 0.0, 'fear': 0.13, 'happy': 0.08, 'sad': 0.09, 'surprise': 0.01, 'neutral': 0.4}","[280, 234, 112, 136]"
2025-09-03T18:06:29.191488,36.81,neutral,0.47,"{'angry': 0.18, 'disgust': 0.0, 'fear': 0.18, 'happy': 0.1, 'sad': 0.06, 'surprise': 0.01, 'neutral': 0.47}","[283, 228, 111, 134]"
2025-09-03T18:06:29.329235,36.95,neutral,0.4,"{'angry': 0.4, 'disgust': 0.01, 'fear': 0.21, 'happy': 0.02, 'sad': 0.11, 'surprise': 0.01, 'neutral': 0.25}","[277, 232, 114, 138]"
2025-09-03T18:06:29.469673,37.09,neutral,0.57,"{'angry': 0.09, 'disgust': 0.0, 'fear': 0.27, 'happy': 0.01, 'sad': 0.05, 'surprise': 0.01, 'neutral': 0.57}","[276, 240, 113, 138]"
2025-09-03T18:06:29.608967,37.23,neutral,0.53,"{'angry': 0.11, 'disgust': 0.0, 'fear': 0.22, 'happy': 0.07, 'sad': 0.03, 'surprise': 0.03, 'neutral': 0.53}","[278, 228, 113, 137]"
2025-09-03T18:06:29.747799,37.37,neutral,0.4,"{'angry': 0.13, 'disgust': 0.0, 'fear': 0.4, 'happy': 0.01, 'sad': 0.06, 'surprise': 0.06, 'neutral': 0.35}","[273, 236, 116, 144]"
2025-09-03T18:06:29.889225,37.51,neutral,0.42,"{'angry': 0.08, 'disgust': 0.0, 'fear': 0.39, 'happy': 0.01, 'sad': 0.04, 'surprise': 0.07, 'neutral': 0.42}","[273, 236, 116, 144]"
2025-09-03T18:06:30.029553,37.65,neutral,0.39,"{'angry': 0.13, 'disgust': 0.0, 'fear': 0.39, 'happy': 0.01, 'sad': 0.08, 'surprise': 0.04, 'neutral': 0.35}","[275, 234, 113, 136]"
2025-09-03T18:06:30.186070,37.8,neutral,0.65,"{'angry': 0.1, 'disgust': 0.0, 'fear': 0.17, 'happy': 0.01, 'sad': 0.04, 'surprise': 0.02, 'neutral': 0.65}","[276, 234, 113, 138]"
2025-09-03T18:06:30.342503,37.96,neutral,0.5,"{'angry': 0.08, 'disgust': 0.0, 'fear': 0.27, 'happy': 0.01, 'sad': 0.08, 'surprise': 0.06, 'neutral': 0.5}","[275, 234, 113, 138]"
2025-09-03T18:06:30.480306,38.1,neutral,0.67,"{'angry': 0.07, 'disgust': 0.0, 'fear': 0.16, 'happy': 0.01, 'sad': 0.05, 'surprise': 0.03, 'neutral': 0.67}","[276, 234, 112, 137]"
2025-09-03T18:06:30.620996,38.24,neutral,0.64,"{'angry': 0.04, 'disgust': 0.0, 'fear': 0.19, 'happy': 0.03, 'sad': 0.04, 'surprise': 0.05, 'neutral': 0.64}","[275, 235, 111, 136]"
2025-09-03T18:06:30.759196,38.38,neutral,0.57,"{'angry': 0.1, 'disgust': 0.0, 'fear': 0.22, 'happy': 0.01, 'sad': 0.06, 'surprise': 0.04, 'neutral': 0.57}","[275, 234, 113, 138]"
2025-09-03T18:06:30.918643,38.54,neutral,0.71,"{'angry': 0.03, 'disgust': 0.0, 'fear': 0.14, 'happy': 0.03, 'sad': 0.04, 'surprise': 0.04, 'neutral': 0.71}","[275, 235, 112, 136]"
